,id,timestamp,hour,day,month,datetime,timezone,source,destination,cab_type,product_id,name,price,distance,surge_multiplier,latitude,longitude,temperature,apparentTemperature,short_summary,long_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,icon,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,ozone,sunriseTime,sunsetTime,moonPhase,precipIntensityMax,uvIndexTime,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
1745,2a7fed12-f39e-4660-89e8-fe1a7cc5cd3e,1544965214.0,13.0,16.0,12.0,12/16/18 13:00,America/New_York,Northeastern University,West End,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,10.5,2.86,1.0,42.3559,-71.055,42.11,37.54, Overcast , Rain throughout the day. ,0.0,0.0,0.7,7.26,8.97,1545015600.0,9.779,43.8,1544990400.0,34.18,1545044400.0,38.35,1544986800.0,28.19,1545044400.0, cloudy ,32.91,1022.24,83.0,0.91,0.0,9.779,321.1,1544962118.0,1544994841.0,0.3,0.1261,1544979600.0,39.28,1544954400.0,43.8,1544990400.0,33.84,1545019200.0,38.35,1544986800.0
1746,d02a3d90-7a24-401a-bc17-5fb38647353f,1544825704.0,22.0,14.0,12.0,12/14/18 22:15,America/New_York,South Station,Theatre District,Lyft,lyft_plus,Lyft XL,13.5,1.06,1.0,42.3398,-71.0892,41.94,40.08, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.71,3.45,3.97,1544846400.0,9.544,46.9,1544814000.0,40.75,1544835600.0,44.15,1544817600.0,38.71,1544835600.0, partly-cloudy-night ,33.19,1028.89,179.0,0.72,0.0,9.544,291.4,1544789239.0,1544822023.0,0.24,0.0,1544806800.0,26.76,1544788800.0,46.9,1544814000.0,27.41,1544788800.0,44.15,1544817600.0
1747,b46850c1-b2a5-4067-8dfd-8a9813e6b781,1543739278.0,8.0,2.0,12.0,12/2/18 08:27,America/New_York,Back Bay,South Station,Lyft,lyft_line,Shared,7.0,2.88,1.0,42.3661,-71.0631,38.95,36.97, Possible Drizzle , Light rain until evening. ,0.0094,0.66,0.88,3.18,4.16,1543755600.0,6.572,50.94,1543788000.0,44.88,1543816800.0,50.27,1543788000.0,45.53,1543816800.0, rain ,35.8,1020.0,139.0,1.0,0.0,6.572,270.1,1543751796.0,1543785235.0,0.86,0.0894,1543770000.0,36.4,1543726800.0,50.94,1543788000.0,35.78,1543748400.0,50.27,1543788000.0
1748,29ef812c-1f62-49d6-b958-4f2a66db05c2,1543839482.0,12.0,3.0,12.0,12/3/18 12:18,America/New_York,Fenway,Financial District,Lyft,lyft_premier,Lux,22.5,4.19,1.0,42.3661,-71.0631,48.63,47.56, Overcast , Foggy in the morning. ,0.0,0.0,0.92,3.65,5.27,1543856400.0,4.767,57.04,1543852800.0,33.72,1543921200.0,56.37,1543852800.0,28.18,1543914000.0, cloudy ,46.37,1000.12,224.0,0.95,0.0,4.767,302.0,1543838258.0,1543871620.0,0.89,0.0004,1543852800.0,42.91,1543896000.0,57.04,1543852800.0,39.59,1543896000.0,56.37,1543852800.0
1749,1dda356b-58c2-46bf-9cec-c4e37271b419,1544909411.0,21.0,15.0,12.0,12/15/18 21:30,America/New_York,Beacon Hill,Northeastern University,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,10.5,2.2,1.0,42.3661,-71.0631,49.65,47.56, Partly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.63,5.44,5.44,1544918400.0,9.598,54.47,1544896800.0,38.94,1544954400.0,53.8,1544896800.0,35.08,1544950800.0, partly-cloudy-day ,37.69,1021.34,21.0,0.25,0.0,9.598,302.2,1544875681.0,1544908425.0,0.27,0.0074,1544893200.0,39.54,1544929200.0,54.47,1544896800.0,36.46,1544929200.0,53.8,1544896800.0
1750,0e8c7522-2c02-41b1-be0a-f4376ca95ec6,1543631586.0,2.0,1.0,12.0,12/1/18 02:33,America/New_York,Boston University,Back Bay,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,6.5,1.56,1.0,42.3644,-71.0661,36.89,34.35, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.71,3.41,4.58,1543554000.0,9.884,42.57,1543600800.0,31.48,1543658400.0,40.51,1543611600.0,27.89,1543658400.0, cloudy ,28.43,1018.23,303.0,0.97,0.0,9.884,290.5,1543578870.0,1543612473.0,0.79,0.0004,1543593600.0,28.64,1543575600.0,42.57,1543600800.0,27.2,1543568400.0,40.51,1543611600.0
1751,9fc5974f-0be1-403e-9036-c87a769e4027,1543513979.0,17.0,29.0,11.0,11/29/18 17:52,America/New_York,South Station,West End,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,21.5,2.82,1.0,42.3429,-71.1003,43.91,38.03, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.5,11.24,22.48,1543514400.0,9.973,45.03,1543510800.0,28.42,1543579200.0,38.93,1543510800.0,29.07,1543579200.0, partly-cloudy-day ,26.27,1006.58,312.0,0.31,1.0,9.973,314.0,1543492409.0,1543526107.0,0.75,0.0,1543510800.0,34.83,1543550400.0,45.03,1543510800.0,30.9,1543550400.0,38.93,1543510800.0
1752,4e562e2e-a33b-4b23-8520-04993ae604c4,1543795981.0,0.0,3.0,12.0,12/3/18 00:13,America/New_York,Theatre District,Haymarket Square,Lyft,lyft_line,Shared,7.0,1.75,1.0,42.3647,-71.0542,48.45,48.45, Overcast , Light rain until evening. ,0.0,0.0,0.95,2.74,3.14,1543755600.0,6.639,50.99,1543788000.0,45.04,1543816800.0,50.32,1543788000.0,45.69,1543816800.0, cloudy ,47.14,1002.76,286.0,1.0,0.0,6.639,287.9,1543751794.0,1543785233.0,0.86,0.0888,1543770000.0,36.6,1543726800.0,50.99,1543788000.0,35.85,1543748400.0,50.32,1543788000.0
1753,dbba3466-cff6-4cfa-a24f-a3d4b9c52b1d,1544676315.0,4.0,13.0,12.0,12/13/18 04:45,America/New_York,North Station,Northeastern University,Lyft,lyft_lux,Lux Black,26.0,3.25,1.0,42.3503,-71.081,23.19,17.99, Clear , Partly cloudy throughout the day. ,0.0,0.0,0.46,3.94,3.94,1544634000.0,10.0,37.84,1544637600.0,18.31,1544688000.0,30.27,1544637600.0,14.06,1544688000.0, clear-night ,5.3,1027.36,340.0,0.0,0.0,10.0,328.2,1544616349.0,1544649199.0,0.18,0.0,1544634000.0,22.55,1544673600.0,37.84,1544637600.0,17.99,1544673600.0,30.27,1544637600.0
1754,240a9f27-558e-457b-b87e-765db73868af,1543210087.0,5.0,26.0,11.0,11/26/18 05:28,America/New_York,Back Bay,North End,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,10.5,3.19,1.0,42.3503,-71.081,41.99,41.99, Overcast ," Rain until morning, starting again in the evening. ",0.0,0.0,0.91,0.53,0.88,1543287600.0,4.675,46.46,1543255200.0,42.17,1543298400.0,43.81,1543251600.0,37.08,1543298400.0, cloudy ,39.54,1014.11,91.0,1.0,0.0,4.675,312.3,1543233004.0,1543266980.0,0.64,0.1245,1543251600.0,40.67,1543233600.0,46.46,1543255200.0,37.45,1543291200.0,43.81,1543251600.0
1755,08bcf319-4715-48b7-9f0e-602cdd4d0901,1545011113.0,1.0,17.0,12.0,12/17/18 01:45,America/New_York,North Station,Haymarket Square,Lyft,lyft_plus,Lyft XL,10.5,0.74,1.0,42.3519,-71.0643,40.61,35.0, Rain , Rain throughout the day. ,0.1289,1.0,0.91,8.68,11.82,1545015600.0,2.629,43.7,1544990400.0,34.07,1545044400.0,38.29,1544986800.0,28.11,1545044400.0, rain ,38.14,1011.49,52.0,0.98,0.0,2.629,325.0,1544962119.0,1544994844.0,0.3,0.1261,1544979600.0,39.07,1544954400.0,43.7,1544990400.0,33.64,1545019200.0,38.29,1544986800.0
1756,674d3c55-854f-408c-8546-19337c2c36f7,1543308322.0,8.0,27.0,11.0,11/27/18 08:45,America/New_York,North Station,North End,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,15.0,1.08,1.0,42.3661,-71.0631,44.29,38.92, Light Rain , Light rain in the morning. ,0.0737,1.0,0.92,10.12,17.68,1543338000.0,2.903,46.83,1543320000.0,33.75,1543399200.0,43.85,1543320000.0,29.97,1543399200.0, rain ,42.11,992.91,63.0,1.0,0.0,2.903,289.3,1543319471.0,1543353345.0,0.68,0.1433,1543338000.0,36.13,1543377600.0,46.83,1543320000.0,32.05,1543377600.0,43.85,1543320000.0
1758,eee8841b-8b98-4dfb-b1df-3d4b80a6e85d,1544883005.0,14.0,15.0,12.0,12/15/18 14:10,America/New_York,South Station,North Station,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,19.5,2.29,1.0,42.3661,-71.0631,47.95,46.74, Overcast , Mostly cloudy throughout the day. ,0.0013,0.02,0.88,3.7,5.1,1544918400.0,9.707,54.47,1544896800.0,38.94,1544954400.0,53.8,1544896800.0,35.08,1544950800.0, cloudy ,44.71,1022.57,215.0,0.99,1.0,9.707,298.6,1544875681.0,1544908425.0,0.27,0.0074,1544893200.0,39.54,1544929200.0,54.47,1544896800.0,36.46,1544929200.0,53.8,1544896800.0
1759,6c3a50b3-529a-4209-b9d1-2de00d19745b,1543453507.0,1.0,29.0,11.0,11/29/18 01:05,America/New_York,West End,Haymarket Square,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,13.0,0.72,1.0,42.3647,-71.0542,38.42,32.45, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.72,8.41,11.54,1543431600.0,9.915,42.61,1543438800.0,37.6,1543489200.0,36.57,1543438800.0,32.12,1543478400.0, partly-cloudy-night ,30.3,996.92,297.0,0.77,0.0,9.915,349.9,1543405936.0,1543439716.0,0.72,0.0,1543420800.0,33.85,1543399200.0,42.61,1543438800.0,30.03,1543399200.0,36.57,1543438800.0
1760,f6db9ca0-99a7-4797-b0b6-d5d479865f81,1543526879.0,21.0,29.0,11.0,11/29/18 21:27,America/New_York,North End,North Station,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,26.0,1.03,1.0,42.3519,-71.0551,41.97,36.09, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.55,10.0,15.17,1543514400.0,9.784,44.76,1543510800.0,28.78,1543579200.0,38.44,1543510800.0,26.32,1543575600.0, partly-cloudy-night ,26.82,1008.97,310.0,0.31,0.0,9.784,305.7,1543492400.0,1543526095.0,0.75,0.0,1543510800.0,35.12,1543550400.0,44.76,1543510800.0,30.85,1543550400.0,38.44,1543510800.0
1761,6d0ce71b-37fd-49a4-81b8-b4d58472a60b,1543290322.0,3.0,27.0,11.0,11/27/18 03:45,America/New_York,North End,Beacon Hill,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,30.5,2.67,1.0,42.3661,-71.0631,43.73,37.84, Rain ," Rain until morning, starting again in the evening. ",0.1088,1.0,0.89,11.14,16.89,1543287600.0,4.503,46.49,1543255200.0,41.9,1543298400.0,43.84,1543244400.0,36.7,1543298400.0, rain ,40.83,1001.71,79.0,1.0,0.0,4.503,290.3,1543233003.0,1543266973.0,0.64,0.1225,1543251600.0,40.45,1543233600.0,46.49,1543255200.0,37.17,1543291200.0,43.84,1543244400.0
1762,e91de6f5-8f9b-47c9-a8fe-ca3e8c04f25c,1543331182.0,15.0,27.0,11.0,11/27/18 15:06,America/New_York,West End,Boston University,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,10.5,2.8,1.0,42.3519,-71.0643,40.49,34.08, Overcast , Light rain in the morning. ,0.0003,0.15,0.89,10.42,14.77,1543338000.0,5.011,46.72,1543320000.0,33.65,1543399200.0,43.7,1543320000.0,29.88,1543399200.0, cloudy ,37.5,989.46,247.0,1.0,1.0,5.011,335.7,1543319469.0,1543353347.0,0.68,0.1422,1543338000.0,35.9,1543377600.0,46.72,1543320000.0,31.81,1543377600.0,43.7,1543320000.0
1763,209783a6-3d6e-478a-bee7-83666b71bc46,1543685585.0,17.0,1.0,12.0,12/1/18 17:33,America/New_York,Beacon Hill,North End,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,13.0,1.5,1.0,42.3505,-71.1054,41.89,41.89, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.57,2.51,4.03,1543672800.0,9.953,44.54,1543690800.0,34.74,1543712400.0,43.87,1543690800.0,35.39,1543712400.0, partly-cloudy-day ,27.66,1022.54,325.0,0.34,2.0,9.953,275.8,1543665341.0,1543698866.0,0.82,0.0,1543683600.0,31.31,1543662000.0,44.54,1543690800.0,28.1,1543662000.0,43.87,1543690800.0
1764,4e390044-b3ae-479a-b613-186ee3e92b27,1544887809.0,15.0,15.0,12.0,12/15/18 15:30,America/New_York,Theatre District,South Station,Lyft,lyft,Lyft,9.0,0.59,1.0,42.3519,-71.0551,50.71,50.71, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.83,3.55,4.79,1544918400.0,9.909,54.46,1544896800.0,39.29,1544954400.0,53.79,1544896800.0,35.17,1544947200.0, partly-cloudy-day ,45.61,1022.29,218.0,0.55,1.0,9.909,299.2,1544875676.0,1544908426.0,0.27,0.0081,1544893200.0,39.68,1544929200.0,54.46,1544896800.0,36.43,1544929200.0,53.79,1544896800.0
1765,0e09a39f-b2c0-4119-be3a-cfa024ec4322,1544701811.0,11.0,13.0,12.0,12/13/18 11:50,America/New_York,North End,North Station,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,27.5,0.92,1.0,42.3559,-71.055,20.42,15.44, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.64,3.48,3.48,1544738400.0,9.917,33.96,1544731200.0,27.21,1544781600.0,32.95,1544734800.0,24.55,1544785200.0, partly-cloudy-night ,10.29,1032.12,349.0,0.37,0.0,9.917,328.9,1544702790.0,1544735601.0,0.21,0.0001,1544716800.0,18.24,1544688000.0,33.96,1544731200.0,13.72,1544688000.0,32.95,1544734800.0
1766,3f8c3d3f-0d80-4497-b86d-b0d4a04d9b36,1543326323.0,13.0,27.0,11.0,11/27/18 13:45,America/New_York,Back Bay,Haymarket Square,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,9.5,2.32,1.0,42.3588,-71.0707,44.94,42.13, Possible Drizzle , Light rain in the morning. ,0.007,0.61,0.94,5.23,5.23,1543338000.0,3.231,47.06,1543320000.0,33.83,1543399200.0,44.15,1543320000.0,30.13,1543399200.0, rain ,43.32,988.09,227.0,1.0,0.0,3.231,322.8,1543319471.0,1543353348.0,0.68,0.1429,1543338000.0,36.37,1543377600.0,47.06,1543320000.0,32.4,1543377600.0,44.15,1543320000.0
1767,ca202071-40a5-4721-b943-cb8540280e04,1543897984.0,4.0,4.0,12.0,12/4/18 04:33,America/New_York,Beacon Hill,Boston University,Lyft,lyft_premier,Lux,19.5,2.28,1.0,42.3505,-71.1054,42.08,37.6, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.65,7.07,9.16,1543856400.0,9.821,56.89,1543852800.0,33.73,1543921200.0,56.22,1543852800.0,28.72,1543914000.0, partly-cloudy-night ,31.27,1003.93,313.0,0.67,0.0,9.821,335.9,1543838265.0,1543871633.0,0.89,0.0004,1543852800.0,43.1,1543896000.0,56.89,1543852800.0,40.05,1543896000.0,56.22,1543852800.0
1768,1f50ba87-f22e-47e5-9e60-b662caac9c9d,1543648083.0,7.0,1.0,12.0,12/1/18 07:08,America/New_York,North Station,Northeastern University,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,18.5,3.37,1.0,42.3661,-71.0631,34.37,31.07, Overcast , Light rain in the morning and overnight. ,0.0,0.0,0.78,3.76,3.82,1543672800.0,9.891,44.72,1543690800.0,34.9,1543712400.0,44.05,1543690800.0,35.55,1543712400.0, cloudy ,28.31,1019.63,301.0,1.0,0.0,9.891,286.6,1543665333.0,1543698853.0,0.82,0.0,1543683600.0,31.55,1543658400.0,44.72,1543690800.0,27.95,1543658400.0,44.05,1543690800.0
1769,f4207507-5074-4cc2-b2de-c8035ed16180,1543265410.0,20.0,26.0,11.0,11/26/18 20:50,America/New_York,Fenway,North Station,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,10.5,3.07,1.0,42.3588,-71.0707,44.95,40.72, Overcast ," Rain until morning, starting again in the evening. ",0.0021,0.11,0.86,7.78,7.78,1543287600.0,8.677,46.27,1543255200.0,42.2,1543298400.0,43.78,1543244400.0,37.09,1543298400.0, cloudy ,41.07,1009.25,102.0,1.0,0.0,8.677,294.1,1543233003.0,1543266976.0,0.64,0.1234,1543251600.0,40.74,1543233600.0,46.27,1543255200.0,37.46,1543291200.0,43.78,1543244400.0
1770,f436d9ac-bf12-40d5-952a-7d84c321b4c0,1543329922.0,14.0,27.0,11.0,11/27/18 14:45,America/New_York,Fenway,North Station,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,16.5,2.65,1.0,42.3429,-71.1003,42.01,37.66, Overcast , Light rain in the morning. ,0.0015,0.32,0.91,6.82,7.56,1543338000.0,4.394,46.24,1543320000.0,33.6,1543399200.0,43.32,1543320000.0,30.08,1543399200.0, cloudy ,39.68,988.3,237.0,1.0,1.0,4.394,329.4,1543319476.0,1543353358.0,0.68,0.143,1543338000.0,35.84,1543377600.0,46.24,1543320000.0,31.95,1543377600.0,43.32,1543320000.0
1771,9f7f6037-ed15-4a60-95bc-21152ae157ca,1543582079.0,12.0,30.0,11.0,11/30/18 12:47,America/New_York,Fenway,Beacon Hill,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,9.0,2.46,1.0,42.3519,-71.0643,29.39,29.39, Clear , Mostly cloudy throughout the day. ,0.0,0.0,0.85,2.51,3.84,1543554000.0,9.95,42.61,1543600800.0,31.42,1543658400.0,40.61,1543611600.0,27.77,1543658400.0, clear-day ,25.56,1016.59,304.0,0.0,0.0,9.95,279.5,1543578867.0,1543612475.0,0.79,0.0004,1543593600.0,28.7,1543579200.0,42.61,1543600800.0,26.3,1543575600.0,40.61,1543611600.0
1772,3ca7efcc-db82-47d7-9f96-24b4d93a4794,1544789404.0,12.0,14.0,12.0,12/14/18 12:10,America/New_York,Beacon Hill,Boston University,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,22.0,2.27,1.0,42.3661,-71.0631,27.93,27.93, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.81,2.69,3.71,1544846400.0,9.668,46.61,1544814000.0,40.76,1544835600.0,43.85,1544817600.0,38.58,1544835600.0, partly-cloudy-night ,22.79,1033.98,206.0,0.3,0.0,9.668,292.8,1544789238.0,1544822012.0,0.24,0.0,1544806800.0,27.11,1544781600.0,46.61,1544814000.0,27.76,1544781600.0,43.85,1544817600.0
1773,8d3a9d8d-000b-4dd6-8c85-6a44db0e6f28,1543876383.0,22.0,3.0,12.0,12/3/18 22:33,America/New_York,Fenway,Beacon Hill,Lyft,lyft_lux,Lux Black,22.5,2.43,1.0,42.3519,-71.0551,49.11,46.18, Partly Cloudy , Foggy in the morning. ,0.0,0.0,0.51,6.87,10.16,1543856400.0,10.0,57.27,1543852800.0,33.67,1543921200.0,56.6,1543852800.0,28.0,1543914000.0, partly-cloudy-night ,31.81,1001.06,279.0,0.17,0.0,10.0,319.7,1543838253.0,1543871621.0,0.89,0.0005,1543852800.0,42.89,1543896000.0,57.27,1543852800.0,39.54,1543896000.0,56.6,1543852800.0
1774,acec396d-888b-4243-b20b-8c278812bf1f,1544793306.0,13.0,14.0,12.0,12/14/18 13:15,America/New_York,South Station,West End,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,11.5,1.7,1.0,42.3519,-71.0551,30.58,30.58, Clear , Partly cloudy throughout the day. ,0.0,0.0,0.8,2.2,4.28,1544846400.0,9.892,46.65,1544814000.0,40.76,1544835600.0,43.86,1544817600.0,38.56,1544835600.0, clear-day ,25.09,1034.26,217.0,0.03,0.0,9.892,291.2,1544789234.0,1544822013.0,0.24,0.0,1544806800.0,27.18,1544781600.0,46.65,1544814000.0,24.51,1544785200.0,43.86,1544817600.0
1775,bb1d2c7a-2bb2-4ea1-b968-b8167575f7f2,1543485480.0,9.0,29.0,11.0,11/29/18 09:58,America/New_York,Fenway,Financial District,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,28.0,4.4,1.0,42.2148,-71.033,37.79,30.62, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.67,10.63,11.4,1543514400.0,10.0,45.03,1543510800.0,28.9,1543579200.0,38.53,1543510800.0,26.2,1543575600.0, partly-cloudy-night ,27.63,1001.97,306.0,0.53,0.0,10.0,341.9,1543492370.0,1543526114.0,0.75,0.0,1543507200.0,34.67,1543550400.0,45.03,1543510800.0,30.3,1543550400.0,38.53,1543510800.0
1776,ba868783-9510-43b7-a7ae-6c65b99b7e39,1545059410.0,15.0,17.0,12.0,12/17/18 15:10,America/New_York,Fenway,West End,Lyft,lyft,Lyft,16.5,2.81,1.75,42.3519,-71.0551,36.87,31.64, Overcast , Light rain in the morning. ,0.0005,0.07,0.87,6.56,8.6,1545022800.0,9.588,41.44,1545076800.0,23.93,1545138000.0,35.95,1545076800.0,11.82,1545134400.0, cloudy ,33.45,1003.27,330.0,1.0,1.0,9.588,326.4,1545048555.0,1545081260.0,0.33,0.0175,1545066000.0,34.14,1545044400.0,41.44,1545076800.0,28.12,1545044400.0,35.95,1545076800.0
1777,f7bec811-cd7b-4911-a854-834776d177a8,1543424169.0,16.0,28.0,11.0,11/28/18 16:56,America/New_York,South Station,North Station,Lyft,lyft_lux,Lux Black,19.5,1.72,1.0,42.3661,-71.0631,41.16,35.84, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.61,8.33,12.76,1543431600.0,10.0,42.6,1543438800.0,37.44,1543489200.0,36.58,1543438800.0,31.97,1543478400.0, partly-cloudy-day ,28.91,991.41,297.0,0.81,1.0,10.0,352.0,1543405938.0,1543439718.0,0.72,0.0,1543420800.0,33.75,1543399200.0,42.6,1543438800.0,29.97,1543399200.0,36.58,1543438800.0
1778,d02a0594-fc71-4866-a807-2222c7163ab0,1544943005.0,6.0,16.0,12.0,12/16/18 06:50,America/New_York,Boston University,West End,Lyft,lyft_plus,Lyft XL,16.5,3.07,1.0,42.3661,-71.0631,40.36,35.52, Clear , Rain throughout the day. ,0.0,0.0,0.69,7.08,8.47,1545015600.0,10.0,43.78,1544990400.0,34.12,1545044400.0,38.39,1544986800.0,28.21,1545044400.0, clear-night ,30.94,1022.94,52.0,0.06,0.0,10.0,298.7,1544962122.0,1544994841.0,0.3,0.1246,1544979600.0,38.94,1544954400.0,43.78,1544990400.0,33.76,1545019200.0,38.39,1544986800.0
1779,7f7c4cc1-ba7f-42f9-81bf-52d081edfa50,1543449222.0,23.0,28.0,11.0,11/28/18 23:53,America/New_York,South Station,Theatre District,Lyft,lyft_line,Shared,3.0,1.2,1.0,42.2148,-71.033,39.35,33.0, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.69,9.63,14.39,1543446000.0,10.0,42.18,1543420800.0,36.71,1543478400.0,35.75,1543420800.0,30.29,1543460400.0, cloudy ,29.86,995.3,293.0,1.0,0.0,10.0,355.0,1543405904.0,1543439738.0,0.72,0.0001,1543420800.0,33.1,1543402800.0,42.18,1543420800.0,29.11,1543392000.0,35.75,1543420800.0
1780,e901419b-4439-4628-978b-2662a42a6f48,1543443428.0,22.0,28.0,11.0,11/28/18 22:17,America/New_York,West End,Boston University,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,32.5,2.8,1.0,42.3647,-71.0542,40.43,34.59, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.64,9.08,12.72,1543431600.0,10.0,42.61,1543438800.0,37.6,1543489200.0,36.57,1543438800.0,32.12,1543478400.0, cloudy ,29.27,994.99,295.0,1.0,0.0,10.0,354.8,1543405936.0,1543439716.0,0.72,0.0,1543420800.0,33.85,1543399200.0,42.61,1543438800.0,30.03,1543399200.0,36.57,1543438800.0
1781,3fa5c744-dba7-4684-954b-b8ed36f8f6bf,1544790612.0,12.0,14.0,12.0,12/14/18 12:30,America/New_York,Boston University,Theatre District,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,11.5,2.98,1.0,42.3661,-71.0631,27.93,27.93, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.81,2.69,3.71,1544846400.0,9.668,46.61,1544814000.0,40.76,1544835600.0,43.85,1544817600.0,38.58,1544835600.0, partly-cloudy-night ,22.79,1033.98,206.0,0.3,0.0,9.668,292.8,1544789238.0,1544822012.0,0.24,0.0,1544806800.0,27.11,1544781600.0,46.61,1544814000.0,27.76,1544781600.0,43.85,1544817600.0
1782,82181e79-0ad6-4b02-ac30-7c6551385594,1543568876.0,9.0,30.0,11.0,11/30/18 09:07,America/New_York,Northeastern University,West End,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,20.5,2.86,1.0,42.3661,-71.0631,30.04,27.07, Clear , Mostly cloudy throughout the day. ,0.0,0.0,0.85,3.02,3.02,1543554000.0,9.888,42.58,1543600800.0,31.55,1543658400.0,40.53,1543611600.0,27.95,1543658400.0, clear-night ,26.11,1015.25,311.0,0.0,0.0,9.888,282.9,1543578869.0,1543612472.0,0.79,0.0003,1543593600.0,28.68,1543575600.0,42.58,1543600800.0,27.26,1543568400.0,40.53,1543611600.0
1783,1594ad20-ae4a-4679-9fdf-252fc6cfe9c0,1545053716.0,13.0,17.0,12.0,12/17/18 13:35,America/New_York,North Station,Haymarket Square,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,16.0,0.56,1.0,42.3519,-71.0551,35.19,28.8, Overcast , Light rain in the morning. ,0.0,0.0,0.89,7.88,8.47,1545022800.0,8.459,41.44,1545076800.0,23.93,1545138000.0,35.95,1545076800.0,11.82,1545134400.0, cloudy ,32.17,1004.17,329.0,1.0,0.0,8.459,325.3,1545048555.0,1545081260.0,0.33,0.0175,1545066000.0,34.14,1545044400.0,41.44,1545076800.0,28.12,1545044400.0,35.95,1545076800.0
1784,de24c2a8-ce24-4a3a-816f-5858386553fc,1544680809.0,6.0,13.0,12.0,12/13/18 06:00,America/New_York,Haymarket Square,Financial District,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,11.0,0.99,1.0,42.3519,-71.0643,19.28,13.96, Clear , Partly cloudy throughout the day. ,0.0,0.0,0.57,3.6,3.6,1544738400.0,9.868,33.92,1544731200.0,27.05,1544781600.0,32.95,1544734800.0,24.47,1544785200.0, clear-night ,6.46,1028.56,345.0,0.04,0.0,9.868,325.9,1544702792.0,1544735604.0,0.21,0.0001,1544716800.0,18.05,1544688000.0,33.92,1544731200.0,13.6,1544688000.0,32.95,1544734800.0
